CustomerID,age,salary_k,tenure_years,number_of_logins,complaints,engagement_score,subscription_type,region,device_type,signup_date,last_active_date,churn
CUST_2FF211FE,49.863949019977845,31.841649222845845,6.99,20,4,21.47,Standard,Germany,Web,2017-02-21,2024-02-29,0
CUST_557B559F,48.677439366555255,33.41965317958499,0.36,18,2,11.03,Standard,Germany,Web,2015-05-27,2024-08-11,0
CUST_5694C9B9,42.90257684555199,90.49256641675261,1.14,54,1,14.33,Standard,India,Smart TV,2019-09-29,2024-08-27,0
CUST_57DD2B35,34.30439867154018,11.3729999775265,,21,5,12.06,Basic,USA,Mobile,2017-11-19,2024-08-17,1
CUST_4847C409,44.52975337191784,15.917901347957223,1.57,17,2,9.2,Basic,USA,Mobile,2024-03-11,2024-12-12,0
CUST_57BD47EA,30.140578533477242,,7.28,11,0,15.93,Standard,India,Mobile,2023-07-18,2024-04-08,0
CUST_12B88CD6,34.444004887043114,7.532832901540605,4.56,18,1,17.18,Basic,India,Mobile,2019-09-19,2024-01-22,0
CUST_2C68179A,32.03987464188948,44.76683981717009,3.85,12,0,12.86,Premium,Germany,Mobile,2018-06-24,2024-10-21,0
CUST_2902E0D8,37.3704566710827,31.847934476715874,2.28,16,1,14.11,Standard,USA,Smart TV,2017-12-25,2024-02-11,0
CUST_D468AC2B,58.37928694930483,47.238901321778606,6.45,13,2,21.58,Premium,Canada,Mobile,2021-04-01,2024-06-28,0
CUST_DB0594DB,22.57339011350917,23.709996383689077,1.79,15,5,11.42,Standard,UK,Mobile,2018-01-12,2024-08-18,1
CUST_2D7B8714,44.988836594441985,9.676829341465638,0.49,13,4,5.18,Basic,Canada,Smart TV,2016-01-15,2024-02-20,1
CUST_526EBD29,23.93362907031377,32.13214930279605,5.45,24,2,23.02,Standard,USA,Mobile,2019-06-04,2024-01-23,0
CUST_C89F2E7D,32.26242100095203,47.720000769482475,0.98,16,2,6.04,Premium,USA,Mobile,2017-06-07,2024-01-15,0
CUST_AECFC25F,45.703272816238716,35.7284291034436,0.17,23,3,11.31,Basic,USA,Mobile,2015-06-30,2024-03-10,0
CUST_6BE49A4E,38.755629629445096,18.93390664522638,0.4,28,4,17.17,Basic,Canada,Web,2016-01-09,2024-06-07,1
CUST_4CFCD548,30.49870421027859,26.076938696178143,2.82,17,3,13.85,Standard,UK,Web,2016-10-16,2024-06-05,0
CUST_A5BB10A2,34.03607553679043,21.300720033428206,2.8,17,2,16.72,Basic,UK,Mobile,2020-02-12,2024-07-19,0
CUST_36ACE71E,44.90863757717498,17.3395529301567,0.9,26,2,14.0,Basic,India,Smart TV,2021-10-15,2024-04-13,0
CUST_4A0DADC3,32.070474951858436,40.22514548464389,3.9,20,0,18.8,Standard,Canada,Mobile,2016-03-05,2024-12-21,0
CUST_E217A1CE,41.549249606574946,14.519057778954611,,15,0,13.57,Basic,Germany,Smart TV,2020-05-21,2024-06-27,0
CUST_FEEE6C3B,38.01413811384998,16.399142625090843,7.6,28,4,30.02,Basic,Canada,Mobile,2020-05-01,2024-07-24,1
CUST_ECC0E326,35.058802943194266,16.752830029684304,2.64,24,9,17.15,Basic,USA,Web,2019-12-15,2024-03-12,1
CUST_E107762C,57.021492895783055,12.292256709745505,4.53,17,4,16.72,Basic,India,Web,2015-07-20,2024-07-23,1
CUST_E4F9712A,44.85584882424055,26.746077825107264,4.2,17,4,19.32,Standard,India,Smart TV,2019-04-29,2024-02-05,1
CUST_28C4ACF3,23.292139525096058,43.81128055055693,0.89,16,1,10.77,Premium,USA,Mobile,2024-04-30,2024-04-26,0
CUST_4404ED9B,36.76757848362436,23.29502553095375,1.11,12,2,7.43,Standard,India,Smart TV,2015-04-03,2024-02-27,0
CUST_4C4EC3AF,31.229091631422097,12.04492341221474,1.95,22,2,17.5,Basic,USA,Smart TV,2015-08-16,2024-10-24,0
CUST_79D86BF1,45.30499935162964,32.79660163500295,0.06,24,2,16.34,Basic,India,Smart TV,2016-01-06,2024-09-02,0
CUST_856AF310,30.863943933917284,52.465076601587825,1.06,15,1,7.38,Premium,India,Web,2021-03-17,2024-03-07,0
CUST_1C5F0C0A,37.97338759914711,20.175916585329865,1.93,19,2,12.71,Basic,Germany,Mobile,2015-06-22,2024-07-01,0
CUST_900B9068,41.11555403670795,20.416747378592046,0.34,20,7,11.06,Basic,India,Web,2017-02-22,2024-06-23,1
CUST_1294FEC2,47.53647324843271,31.138464446959915,0.4,15,1,13.78,Standard,India,Smart TV,2017-04-13,2024-02-25,0
CUST_C8EE392C,25.644503658915635,,1.87,16,1,10.28,Premium,UK,Mobile,2018-10-07,2024-01-29,0
CUST_BCB53D03,35.72051713310203,21.984204686310097,3.94,20,3,17.54,Basic,Canada,Web,2021-12-15,2024-04-29,0
CUST_89D02732,31.01094747422123,14.21075266484845,5.38,23,0,24.78,Basic,India,Web,2024-04-14,2024-06-27,0
CUST_264F9BE8,30.25118672734048,33.416809769857835,2.37,23,2,19.12,Basic,Germany,Web,2015-03-07,2024-03-22,0
CUST_BF97B137,54.05074518090076,36.3468177191636,1.93,22,3,12.72,Basic,India,Mobile,2016-03-09,2024-11-21,0
CUST_954AABC9,41.589613805101074,26.663708248454697,1.45,15,3,10.74,Standard,Canada,Web,2018-04-03,2024-07-21,0
CUST_C2608D9A,24.90862400915487,18.529342294321854,,13,2,7.2,Basic,Canada,Mobile,2017-02-21,2024-08-15,1
CUST_A2593C0A,46.14542733221161,38.73321124177747,0.48,21,2,7.67,Standard,UK,Mobile,2021-03-14,2024-01-20,0
CUST_CF170782,56.70458044079748,32.21745403493104,4.71,22,1,18.69,Standard,USA,Mobile,2020-02-13,2024-12-07,0
CUST_32190B49,49.18565344405418,17.739760893957598,1.88,20,5,15.22,Basic,UK,Web,2016-01-20,2024-06-19,1
CUST_1ACABC07,24.637993915285662,26.56979370362689,4.69,27,0,21.65,Basic,India,Web,2021-10-16,2024-10-26,0
CUST_9EA9C0F5,34.44014276002776,14.447657236672791,3.65,24,1,21.34,Basic,USA,Web,2019-06-29,2024-05-15,0
CUST_46FD15F0,51.141571161450194,36.1835248286858,0.65,22,1,13.27,Basic,India,Smart TV,2017-05-18,2024-09-18,0
CUST_B7A26220,33.26981197573156,23.0895726153566,2.14,25,1,17.15,Basic,India,Mobile,2020-10-24,2024-03-12,0
CUST_D27C668D,42.711528574318166,19.779250909012436,1.76,18,4,11.82,Basic,Canada,Web,2017-02-04,2024-08-12,1
CUST_C358D817,43.42831608045679,24.067373422856058,1.65,13,3,10.15,Basic,UK,Mobile,2021-05-02,2024-05-16,0
CUST_A73EC802,28.540282274517565,26.564124610884214,2.35,19,4,16.57,Standard,USA,Mobile,2018-09-06,2024-02-10,0
CUST_A3D5F268,38.382696995026336,37.30580853267398,10.0,24,6,28.25,Standard,USA,Web,2021-08-30,2024-03-28,0
CUST_51B5078C,21.817858513976436,33.515784482272174,5.03,23,2,19.23,Standard,UK,Smart TV,2015-02-13,2024-08-10,0
CUST_7B08FCEF,28.315141032124824,22.817934590012285,7.02,28,3,30.65,Standard,USA,Smart TV,2016-03-09,2024-12-02,0
CUST_DEA987C8,35.73884822962859,,0.09,19,1,5.8,Standard,USA,Smart TV,2019-01-14,2024-01-23,0
CUST_AD5034C3,25.390657357548804,28.93114555987931,0.45,12,1,4.67,Standard,UK,Mobile,2019-03-21,2024-07-22,0
CUST_0F08043A,52.420768949105266,23.158032792577668,0.27,26,2,14.6,Basic,India,Web,2021-03-26,2024-04-16,0
CUST_0DD5CC2B,25.665453291928984,22.685519940589916,0.92,19,2,11.85,Standard,India,Mobile,2022-11-01,2024-01-19,1
CUST_83AB76CE,34.2987791636478,25.09149746230892,1.75,18,1,11.05,Standard,India,Mobile,2019-03-25,2024-01-27,0
CUST_0340ACF6,42.42312641272101,33.27754349080393,3.08,19,2,17.37,Standard,USA,Mobile,2024-04-02,2024-03-21,0
CUST_0951C264,51.76206744654928,22.329441199183915,2.08,19,1,10.7,Standard,UK,Mobile,2018-05-09,2024-07-24,0
CUST_0BA97918,22.948496758319624,20.47548208107742,7.0,20,4,29.43,Basic,USA,Smart TV,2015-11-04,2024-01-06,1
CUST_DB36139D,50.07995258441148,60.69317771567719,8.43,17,4,26.73,Premium,USA,Web,2022-08-30,2024-06-19,0
CUST_1B46BDD0,35.259122954830524,39.84219243716158,0.54,18,2,9.97,Standard,India,Mobile,2018-07-19,2024-08-02,0
CUST_BB331560,28.97926828617382,17.46458476221196,5.75,21,0,24.5,Basic,USA,Mobile,2024-06-10,2024-05-09,0
CUST_485B7D2E,41.48716710089737,32.449133479745136,1.97,24,3,17.91,Basic,India,Web,2023-09-23,2024-02-18,0
CUST_547E986D,36.76414035651716,25.775942401003338,1.81,19,3,15.32,Standard,USA,Mobile,2019-02-01,2024-11-26,0
CUST_DCC9EDD3,33.848257924582526,31.826356244558326,4.61,22,4,19.77,Standard,India,Smart TV,2019-12-14,2024-03-28,0
CUST_CB3D06BE,38.727611301348794,,0.29,15,1,4.97,Basic,India,Mobile,2015-03-04,2024-06-28,0
CUST_99979B8C,33.13863634235768,45.66198322914175,6.42,15,2,22.5,Standard,Germany,Mobile,2022-11-16,2024-04-13,0
CUST_0422FF2F,38.21673988199858,31.55600096855661,3.33,23,3,19.92,Standard,India,Mobile,2015-03-30,2024-09-27,0
CUST_CA7A0F3F,44.85015612580667,,6.24,18,3,23.2,Standard,Canada,Smart TV,2019-08-03,2024-02-11,0
CUST_C8E16DC9,54.844814790700475,37.47999456397821,10.0,22,2,29.53,Standard,Germany,Smart TV,2018-01-22,2024-03-05,0
CUST_6B2C8466,27.931088702164573,29.674419996865918,2.19,16,2,14.34,Standard,UK,Smart TV,2017-12-10,2024-07-03,0
CUST_17D5AD9D,54.89294514632188,27.852682708675907,0.29,19,0,9.22,Standard,Germany,Web,2018-06-01,2024-09-01,0
CUST_F6EBE782,18.73414525377009,29.417208400426826,0.55,26,0,16.7,Standard,UK,Web,2020-06-30,2024-04-07,0
CUST_B0CE96EA,37.21511371486799,26.127850145724633,1.17,20,1,12.1,Standard,India,Mobile,2022-08-16,2024-09-15,0
CUST_7EF8AF61,42.32085463976349,25.595987900198722,0.33,19,4,7.64,Standard,USA,Web,2015-07-02,2024-04-25,0
CUST_3192D998,40.07030451279351,19.07501657876975,5.07,19,3,17.72,Basic,UK,Web,2019-08-31,2024-01-30,0
CUST_286E778E,30.735298248104044,18.780337237120698,1.06,19,1,10.4,Basic,USA,Smart TV,2020-01-27,2024-03-05,0
CUST_173AD4D6,35.53984815164874,17.047996175329946,10.0,25,3,35.08,Basic,USA,Web,2022-06-17,2024-02-21,0
CUST_0305E314,35.21299780636096,53.27906765089302,3.64,78,4,20.17,Basic,India,Smart TV,2015-02-26,2024-03-06,1
CUST_293EFDCF,36.0018075163577,15.09087364061661,0.57,20,3,10.32,Basic,Germany,Mobile,2023-04-18,2024-09-09,0
CUST_A9F1AF32,47.2338103612472,22.6332275959112,1.94,19,0,18.68,Standard,Canada,Web,2017-02-13,2024-01-25,0
CUST_6673F5AB,39.5509636214493,27.03796170859955,1.89,21,4,13.81,Basic,Canada,Smart TV,2015-04-07,2024-04-29,0
CUST_875B40F8,33.01146835719707,22.843320381651335,2.03,24,5,13.99,Basic,USA,Web,2024-06-10,2024-03-13,1
CUST_C21A0F66,44.914265277809974,8.995811434622505,2.3,25,5,21.71,Basic,USA,Smart TV,2019-06-07,2024-09-11,1
CUST_68D0E4A1,39.50848269573543,53.76400022013481,0.1,16,0,6.74,Premium,Germany,Mobile,2022-07-31,2024-05-07,0
CUST_84B2F31E,46.5428004256472,41.17908246122584,3.48,21,0,15.17,Standard,Canada,Mobile,2018-10-22,2024-10-06,0
CUST_B75F7CA9,44.4908570209974,30.648234509243295,2.0,18,0,15.39,Standard,UK,Mobile,2018-03-29,2024-12-13,0
CUST_95ED69B2,28.46058893233745,55.057506888727296,4.7,12,2,13.8,Premium,India,Smart TV,2020-09-22,2024-07-26,0
CUST_F6E267D0,31.138295004784556,16.618136302583025,5.07,24,1,21.6,Basic,USA,Mobile,2021-12-23,2024-09-02,1
CUST_1290B8AF,45.17966415140809,56.83480486714799,0.79,17,3,10.45,Standard,UK,Mobile,2023-04-11,2024-03-27,1
CUST_00D0D3BE,42.92418509141249,16.278413391304007,0.15,30,4,14.71,Basic,India,Mobile,2016-08-27,2024-06-24,1
CUST_21005122,37.420136524942194,28.27333296306436,3.64,17,3,15.34,Standard,Germany,Mobile,2022-08-10,2024-10-02,0
CUST_EF4813C9,39.22847210560966,14.005514835836744,10.0,19,2,30.7,Basic,India,Web,2021-12-03,2024-05-29,0
CUST_BCD28327,47.970228728093176,25.825772940023064,1.78,23,3,14.79,Standard,India,Mobile,2015-03-18,2024-10-05,0
CUST_9B1374A1,34.61517590421884,32.41581286908498,0.9,19,3,9.59,Standard,India,Web,2023-06-01,2024-01-15,0
CUST_E0F991B3,42.35128620208379,24.06290418492481,0.51,17,3,9.18,Basic,UK,Mobile,2023-08-04,2024-05-26,0
CUST_6C250954,37.309474101650856,34.70961449995222,1.02,25,2,16.89,Basic,USA,Smart TV,2020-11-21,2024-12-13,0
CUST_86B63246,35.86252909634235,26.602693468058405,1.19,17,1,9.97,Standard,USA,Mobile,2021-09-04,2024-01-04,0
CUST_D8646934,49.23251694201775,18.696059114550795,1.65,20,3,15.24,Basic,USA,Web,2021-09-12,2024-11-29,0
CUST_301A24C5,46.112208168737375,20.24241762665112,3.2,23,2,18.33,Basic,India,Web,2017-03-14,2024-10-29,0
CUST_E6EF0F53,46.85048297522197,36.64023419532513,0.96,12,3,7.05,Standard,USA,Web,2021-07-13,2024-09-08,0
CUST_3DB76D52,46.83998551728762,19.41915905428787,0.16,22,6,9.99,Basic,India,Mobile,2019-01-11,2024-04-29,1
CUST_57519B42,37.88852595116184,40.11724516790492,1.4,25,2,15.36,Standard,India,Mobile,2018-08-03,2024-09-20,0
CUST_0ABF005E,44.10453610065341,45.238542458625396,5.81,14,0,21.54,Premium,Germany,Mobile,2020-06-04,2024-06-09,0
CUST_EEA3BF5C,34.82369584752332,12.221232734976503,2.07,22,3,14.72,Basic,Canada,Mobile,2024-01-11,2024-01-16,0
CUST_3550B123,44.40550520662118,44.12850043375532,,17,2,26.43,Premium,USA,Web,2019-01-19,2024-05-02,0
CUST_DB452CBF,37.87591907388751,61.24379292126033,2.1,9,1,7.18,Premium,Canada,Smart TV,2015-10-14,2024-11-27,0
CUST_FBC4B8B0,38.208821022476954,28.667672060484602,0.97,17,2,12.01,Standard,USA,Web,2024-03-26,2024-09-23,0
CUST_C4450370,45.267178125518534,32.75517305624829,0.64,17,4,8.44,Basic,India,Web,2024-03-16,2024-02-19,1
CUST_46159EF4,32.22109679265255,40.63851763102816,3.56,16,1,18.07,Standard,USA,Mobile,2015-03-14,2024-01-20,0
CUST_3B412853,58.296045404939825,22.932596219896222,2.31,21,3,17.27,Basic,Germany,Web,2022-09-01,2024-07-21,0
CUST_468A500A,28.354688661862358,26.899668811238534,2.78,19,2,13.44,Standard,India,Web,2023-03-02,2024-07-30,0
CUST_970FB606,27.95925745700085,13.59014032627878,4.22,22,6,19.25,Basic,UK,Mobile,2015-07-06,2024-02-07,1
CUST_771620B9,49.3529580798568,114.07483036371221,3.88,51,1,18.63,Basic,UK,Web,2024-07-14,2024-10-03,0
CUST_E1DDE095,44.5509639342588,31.612290303399146,0.13,19,1,8.97,Standard,India,Web,2020-11-13,2024-12-10,0
CUST_30CFD0D0,43.69000546305575,32.65896393859971,4.87,16,2,17.78,Standard,Canada,Smart TV,2024-11-15,2024-01-04,0
CUST_44F12437,41.456646665531395,41.90131007530931,2.28,14,0,13.46,Premium,UK,Mobile,2016-08-28,2024-07-05,0
CUST_1EF7A14C,36.48044674515321,18.757178551026694,1.49,33,4,22.5,Basic,India,Web,2021-07-19,2024-06-02,1
CUST_2C1DA209,30.05370078880306,19.828452842720754,2.31,26,7,18.93,Basic,USA,Web,2024-11-06,2024-03-02,1
CUST_776768D5,37.81420250679707,61.9726361708105,,19,0,15.47,Premium,Canada,Web,2020-05-09,2024-02-26,0
CUST_8A194887,32.51768188186687,23.153473355375535,0.49,15,4,7.73,Standard,Canada,Mobile,2023-04-01,2024-10-05,1
CUST_443ED91F,46.574192400464256,27.745039772254763,1.62,24,3,12.71,Basic,Germany,Mobile,2022-03-15,2024-05-05,0
CUST_C713F401,38.46800372676553,,1.23,18,0,10.84,Standard,India,Web,2018-02-12,2024-03-12,0
CUST_0551ADCA,29.872238472168345,17.47920480618929,1.29,25,0,14.49,Basic,India,Mobile,2018-09-19,2024-10-03,0
CUST_350C0CC8,36.31993974020813,50.782217986662445,0.29,9,0,6.48,Premium,India,Mobile,2015-12-09,2024-08-03,0
CUST_D662EB14,42.78642249314531,20.327324353896234,0.52,20,2,10.7,Basic,India,Web,2019-11-15,2024-02-26,1
CUST_7FD4BC91,32.18551765310454,14.150569493383552,0.53,17,4,9.61,Basic,UK,Web,2020-06-06,2024-01-16,1
CUST_7B120760,32.085051826788074,19.120691093850127,1.4,24,2,17.56,Basic,USA,Mobile,2016-11-10,2024-05-13,0
CUST_E14EA3E4,40.75873506971245,11.094633040771157,6.75,16,2,21.62,Basic,India,Web,2021-03-14,2024-05-22,0
CUST_A0DB270B,40.07662220087053,18.78726332538382,0.69,26,9,13.29,Basic,Germany,Mobile,2024-08-01,2024-07-15,1
CUST_42841DF2,32.347673407698984,17.766186492353874,1.61,18,0,9.86,Basic,India,Mobile,2016-05-28,2024-07-01,0
CUST_B406358F,34.00012455965242,32.79624457706349,1.12,13,2,7.84,Standard,Canada,Mobile,2022-09-07,2024-03-30,0
CUST_5036E6DA,37.8950583402744,18.962180876525263,4.64,26,5,20.38,Basic,India,Web,2024-03-03,2024-03-01,1
CUST_FF85F4E2,28.1003990948603,38.43091973122911,0.15,20,2,9.14,Standard,India,Mobile,2020-08-06,2024-05-06,0
CUST_37ACD37F,27.547412855339687,50.61183676786146,0.66,14,2,13.97,Standard,India,Mobile,2022-01-11,2024-04-17,0
CUST_BCA7FE47,29.790610155977507,35.72755390455449,0.71,20,4,10.88,Basic,USA,Web,2021-08-06,2024-02-13,1
CUST_1D62CC9E,37.74139354752573,22.706335105755198,,24,3,32.68,Basic,USA,Mobile,2022-01-14,2024-12-31,0
CUST_4B546686,40.16036999761052,27.224834881755534,2.54,20,2,19.03,Standard,USA,Mobile,2018-09-19,2024-10-07,0
CUST_648C30A6,48.499189088807,12.648725226204794,0.45,21,6,9.42,Basic,UK,Smart TV,2015-01-12,2024-07-04,1
CUST_B6C23FCD,46.38966492834532,23.037269808709375,0.95,18,3,11.69,Standard,India,Web,2022-10-19,2024-11-10,0
CUST_A883AD40,35.47308019366126,18.100540619919133,0.55,14,6,10.32,Basic,India,Mobile,2016-01-16,2024-09-14,1
CUST_F3FE15B5,35.81151479502918,34.88920160274884,0.4,17,3,9.98,Basic,USA,Mobile,2017-12-22,2024-10-08,0
CUST_30EC8A29,26.75289387012601,81.44249536312981,4.79,25,3,21.21,Standard,India,Mobile,2016-08-04,2024-01-22,0
CUST_D3D549F5,37.53546180172099,31.809781873185276,2.05,33,2,21.69,Basic,Canada,Smart TV,2021-09-03,2024-01-26,0
CUST_450CBFE7,32.262469042702286,,2.99,21,2,14.71,Basic,Canada,Mobile,2024-01-25,2024-03-29,0
CUST_25EA6961,41.50786876142426,21.84263327791624,1.21,23,1,13.53,Basic,India,Smart TV,2020-04-30,2024-02-16,0
CUST_2B0F027F,31.48589410926422,29.099277605833866,2.42,20,3,11.64,Standard,Germany,Web,2024-08-23,2024-05-16,0
CUST_76BA04F5,43.03355153372783,24.827197352208547,0.89,23,0,14.45,Standard,USA,Mobile,2015-03-06,2024-01-15,0
CUST_C6080683,53.73611880985328,17.9938650215179,1.1,21,0,15.17,Basic,USA,Mobile,2024-10-24,2024-01-22,0
CUST_5426A3E1,36.280167828040106,27.634137173780914,3.17,11,3,13.43,Standard,UK,Smart TV,2016-08-01,2024-05-28,0
CUST_6DD1D349,43.13622895817467,14.690128626482068,0.49,12,4,8.24,Basic,India,Smart TV,2015-08-30,2024-10-20,1
CUST_8147D006,43.989640598019776,17.267640785919458,2.88,17,4,14.22,Basic,India,Web,2017-10-29,2024-05-07,1
CUST_281F3B2F,33.35979447763487,35.633018802154865,5.74,15,0,17.91,Basic,UK,Smart TV,2015-07-03,2024-11-28,0
CUST_672576D1,41.17813559509301,15.188133061670289,0.38,26,1,10.96,Basic,UK,Smart TV,2021-06-02,2024-06-12,0
CUST_8DB48781,37.7589990107298,32.849213132813844,,26,2,24.91,Standard,UK,Mobile,2021-05-23,2024-04-09,0
CUST_A3F3E74E,38.49411759852463,13.790475464423922,0.25,27,1,12.51,Basic,USA,Web,2016-11-23,2024-07-22,0
CUST_A36DF164,33.00484168761382,61.16239036959002,1.29,17,4,11.92,Standard,Germany,Mobile,2021-11-12,2024-11-05,0
CUST_2F693C38,40.12657952036042,18.856493871172464,2.83,17,0,16.5,Basic,Canada,Smart TV,2017-08-27,2024-02-11,0
CUST_C893D8A4,43.68083131214709,21.581531926307452,2.46,20,4,15.32,Standard,India,Mobile,2023-12-05,2024-02-26,1
CUST_5F9DF694,52.314399278812296,31.38609381373022,0.3,19,1,9.86,Standard,India,Web,2021-01-17,2024-11-21,0
CUST_EE6CBE0D,45.14257911629215,20.005090703800523,4.81,15,2,20.73,Basic,USA,Web,2023-06-17,2024-03-20,0
CUST_CBC87B28,57.93696890924146,27.056248413755984,10.0,18,1,30.03,Standard,India,Mobile,2022-04-24,2024-01-24,0
CUST_1642EC8A,31.649344223267907,30.62032837303458,0.6,32,1,14.42,Basic,USA,Smart TV,2021-06-07,2024-07-18,0
CUST_4D7731E1,46.59301274824625,38.45524866808341,6.77,20,8,23.39,Basic,India,Web,2022-08-18,2024-01-21,0
CUST_309EECAB,40.78701976278829,39.05990054522587,,20,4,13.99,Standard,Germany,Smart TV,2022-05-05,2024-07-04,0
CUST_E8BFBFD4,57.86619635136259,23.50177289372753,8.24,26,5,25.97,Basic,USA,Mobile,2020-08-13,2024-07-17,1
CUST_B93AB216,30.83614357249202,23.70884791377807,,25,2,15.91,Standard,India,Smart TV,2017-05-16,2024-09-04,0
CUST_B40A7F22,27.98103256730756,76.484344156612,4.71,12,1,15.8,Premium,UK,Smart TV,2021-10-03,2024-03-28,0
CUST_98F243F5,32.350925071361964,35.94791016511652,0.18,14,3,10.98,Standard,India,Web,2023-05-18,2024-01-16,0
CUST_B81B34C3,22.400127323431064,16.400974095464374,6.44,15,1,22.66,Basic,Canada,Mobile,2015-02-09,2024-01-20,0
CUST_84994BEF,33.70835362187808,27.034471169062826,3.36,13,0,12.04,Standard,Canada,Smart TV,2017-04-01,2024-09-06,0
CUST_CF70625C,28.701718510980964,24.2746337685389,1.39,22,4,14.79,Basic,India,Smart TV,2017-01-29,2024-06-15,1
CUST_A00A7ADD,41.67582797849231,24.760748679861166,0.63,22,1,13.17,Standard,India,Mobile,2022-03-22,2024-02-13,0
CUST_0ADAA2F4,41.449013243771475,13.96799428799186,5.09,22,2,21.04,Basic,India,Mobile,2022-04-20,2024-07-20,0
CUST_97BE6FB7,54.87346543906522,,2.77,12,1,7.88,Basic,India,Mobile,2020-12-08,2024-03-16,0
CUST_CF6B5F2D,47.99307473458356,56.893213284559245,1.34,16,2,12.35,Standard,India,Mobile,2023-09-09,2024-04-18,0
CUST_246D73D8,31.623726760898013,32.58273264688472,1.76,21,3,10.58,Standard,India,Mobile,2019-11-19,2024-08-20,0
CUST_0B879F03,29.069424542445837,8.192728597210571,5.26,18,2,16.8,Basic,Germany,Mobile,2020-03-21,2024-11-22,0
CUST_E94449E0,42.363476548179214,,,24,1,15.11,Standard,Germany,Mobile,2015-06-12,2024-10-23,0
CUST_65EC1CE0,26.71596369880529,39.079498480583744,0.28,13,3,5.01,Standard,USA,Smart TV,2020-01-17,2024-10-20,0
CUST_BF748EAF,53.981384449552905,22.29544763816218,7.27,17,2,21.55,Standard,USA,Web,2016-09-17,2024-12-29,0
CUST_FCAB89B5,50.687022475627614,34.58816619063067,1.47,18,4,12.25,Standard,USA,Smart TV,2023-09-18,2024-10-04,0
CUST_193F048B,33.88801340758235,16.575625189806466,1.28,13,3,10.56,Basic,USA,Mobile,2015-06-17,2024-02-18,0
CUST_F075F1C9,23.72091045405373,19.00528571245782,0.69,23,3,12.28,Basic,India,Web,2018-12-09,2024-09-02,1
CUST_7544BBB1,54.295953727908305,49.18600305809301,6.83,23,2,28.46,Premium,UK,Web,2019-10-25,2024-06-11,0
CUST_03109BE0,36.691240446175385,22.235340874795423,0.74,26,1,12.49,Standard,India,Mobile,2019-12-30,2024-07-04,0
CUST_6442D7E9,47.58381329433732,11.568255474010835,3.04,25,1,21.07,Basic,UK,Mobile,2017-01-26,2024-01-23,0
CUST_808E470D,22.769022860839048,25.144179238465973,6.38,24,2,23.13,Standard,USA,Mobile,2020-04-19,2024-10-28,0
CUST_B403BDF2,30.918018544965346,24.268223592949628,0.11,20,3,13.99,Standard,UK,Mobile,2021-10-22,2024-02-03,0
CUST_AC479749,36.48417074953857,41.95241801428383,5.29,19,2,23.01,Premium,USA,Mobile,2023-01-29,2024-03-11,0
CUST_3222C447,37.3245833024489,24.621281967691704,1.59,17,2,12.43,Basic,India,Mobile,2021-07-12,2024-09-05,0
CUST_93A8C3E2,33.03513479888769,21.099297276845324,3.22,16,0,16.18,Standard,USA,Smart TV,2016-11-10,2024-09-26,0
CUST_889B50C3,45.49227111168946,39.10563288724101,1.4,17,2,13.35,Premium,UK,Web,2015-12-23,2024-03-30,0
CUST_F5770D93,26.789711130133732,24.719438833979716,3.57,21,4,17.08,Basic,India,Web,2015-08-08,2024-09-25,0
CUST_9D536E22,37.569865633565186,18.234939577750183,0.88,17,2,10.58,Basic,Germany,Web,2019-04-03,2024-10-24,0
CUST_146A59A4,37.22706947296637,42.969817726312776,0.07,17,1,5.93,Standard,USA,Web,2015-06-07,2024-04-07,0
CUST_954605D3,44.37378637473946,28.431892281741383,8.86,25,3,27.71,Standard,India,Web,2022-03-13,2024-03-07,0
CUST_DEF1B42C,45.91904618908217,25.44842598952047,0.05,15,4,9.92,Standard,UK,Web,2019-01-11,2024-11-09,0
CUST_7B49CA76,29.530979756481422,27.460106062080087,5.21,14,2,17.5,Standard,UK,Mobile,2020-08-31,2024-07-04,1
CUST_C930184A,25.240977297681646,15.462052617438209,0.56,20,4,13.37,Basic,USA,Mobile,2015-08-16,2024-07-26,1
